03:14:00 | EWY TERREMOTO ALZA | CUSUM: subiendo fuerte +5.89% px 175.70
14:56:19 | 🎈 BB REBOTE ⭐ | LRCX reventó la banda ABAJO y re-entró en 317.96. Elastico: rebote hacia la media 318.49 si imprime — chico y seguro. prob medida 68 por ciento (n=193). [CELDA ESTRELLA tarde+squeeze, 85 por ciento medido] OPCIONES VETADAS spread 20% — usar ACCIONES o ETF apalancado
14:57:20 | 🎈 BB REBOTE | XLK reventó la banda ABAJO y re-entró en 177.72. Elastico: rebote hacia la media 177.91 si imprime — chico y seguro. prob medida 69 por ciento (n=183). OPCIONES s/d (sin cadena fresca) — default ACCIONES
14:57:20 | 🎈 BB REBOTE | EWY reventó la banda ABAJO y re-entró en 172.50. Elastico: rebote hacia la media 172.87 si imprime — chico y seguro. prob medida 63 por ciento (n=185). OPCIONES s/d (sin cadena fresca) — default ACCIONES
14:57:20 | 🎈 BB REBOTE [VETO medido] | SPCX reventó la banda ABAJO y re-entró en 117.09. Elastico: rebote hacia la media 117.21 si imprime — chico y seguro. prob medida 69 por ciento (n=205). [CELDA ESTRELLA tarde+squeeze, 85 por ciento medido; VETO z-VWAP estirado: dia de tendencia, 55 por ciento] OPCIONES OK (spread 4%)
14:57:20 | 🎈 BB REBOTE | STX reventó la banda ABAJO y re-entró en 920.13. Elastico: rebote hacia la media 922.83 si imprime — chico y seguro. prob medida 72 por ciento (n=209). OPCIONES s/d (sin cadena fresca) — default ACCIONES
14:59:20 | 🎈 BB REBOTE [VETO medido] | WDC reventó la banda ABAJO y re-entró en 561.35. Elastico: rebote hacia la media 563.46 si imprime — chico y seguro. prob medida 72 por ciento (n=204). [VETO RSI2 extremo: impulso en curso, 53 por ciento] OPCIONES s/d (sin cadena fresca) — default ACCIONES
14:59:55 | 🚀 SPIKE CALLS AAPL | SPIKE de calls en AAPL: 32 mil contratos, 27 veces su ritmo. Climax comprador — rebote a la baja, probabilidad 60. OPCIONES OK (spread 3%)
15:01:20 | 🎈 BB REBOTE | TXN reventó la banda ARRIBA y re-entró en 281.61. Elastico: reversion corta hacia la media 281.55 si imprime — chico y seguro. prob medida 67 por ciento (n=187). OPCIONES VETADAS spread 29% — usar ACCIONES o ETF apalancado
15:02:20 | 🎈 BB REBOTE | TSLA reventó la banda ARRIBA y re-entró en 320.88. Elastico: reversion corta hacia la media 320.83 si imprime — chico y seguro. prob medida 70 por ciento (n=200). OPCIONES OK (spread 1%)
15:06:21 | 🎈 BB REBOTE ⭐ | AMD reventó la banda ABAJO y re-entró en 534.64. Elastico: rebote hacia la media 535.10 si imprime — chico y seguro. prob medida 69 por ciento (n=195). [CELDA ESTRELLA tarde+squeeze, 85 por ciento medido] OPCIONES VETADAS spread 10% — usar ACCIONES o ETF apalancado
15:09:21 | 🎈 BB REBOTE | META reventó la banda ABAJO y re-entró en 605.61. Elastico: rebote hacia la media 606.69 si imprime — chico y seguro. prob medida 74 por ciento (n=212). OPCIONES VETADAS spread 5% — usar ACCIONES o ETF apalancado
15:09:21 | 🎈 BB BAND-WALK | GOOGL camina la banda ABAJO tambien en 5 minutos (318.40). Continuacion probable — NO hacer fade. prob medida 63 por ciento (n=19). OPCIONES OK (spread 4%)
15:09:21 | 🎈 BB REBOTE | TXN reventó la banda ABAJO y re-entró en 281.11. Elastico: rebote hacia la media 281.56 si imprime — chico y seguro. prob medida 67 por ciento (n=187). OPCIONES VETADAS spread 41% — usar ACCIONES o ETF apalancado
15:12:22 | 🎈 BB REBOTE | GLD reventó la banda ABAJO y re-entró en 371.01. Elastico: rebote hacia la media 371.16 si imprime — chico y seguro. prob medida 64 por ciento (n=194). OPCIONES s/d (sin cadena fresca) — default ACCIONES
15:13:22 | 🎈 BB REBOTE | TSLA reventó la banda ABAJO y re-entró en 320.41. Elastico: rebote hacia la media 321.03 si imprime — chico y seguro. prob medida 70 por ciento (n=200). OPCIONES OK (spread 2%)
15:15:22 | 🎈 BB BAND-WALK | NFLX camina la banda ABAJO tambien en 5 minutos (68.95). Continuacion probable — NO hacer fade. prob medida 56 por ciento (n=18). OPCIONES s/d (sin cadena fresca) — default ACCIONES
15:16:22 | 🎈 BB REBOTE | MSFT reventó la banda ABAJO y re-entró en 381.00. Elastico: rebote hacia la media 381.56 si imprime — chico y seguro. prob medida 70 por ciento (n=203). OPCIONES OK (spread 3%)
15:17:22 | 🎈 BB 15m RE-ENTRADA [MUTED p<55] | SKHY reventó la banda 15 minutos ABAJO y re-entró en 168.32 — elastico mayor, digestion probable. prob medida 0 por ciento (n=3). OPCIONES VETADAS spread 6% — usar ACCIONES o ETF apalancado
15:17:22 | 🎈 BB 15m RE-ENTRADA [MUTED p<55] | STX reventó la banda 15 minutos ABAJO y re-entró en 914.05 — elastico mayor, digestion probable. prob medida 33 por ciento (n=3). OPCIONES s/d (sin cadena fresca) — default ACCIONES
15:18:23 | 🎈 BB REBOTE [VETO medido] | INTC reventó la banda ARRIBA y re-entró en 99.89. Elastico: reversion corta hacia la media 99.72 si imprime — chico y seguro. prob medida 68 por ciento (n=211). [CELDA ESTRELLA tarde+squeeze, 85 por ciento medido; VETO RSI2 extremo: impulso en curso, 53 por ciento] OPCIONES OK (spread 4%)
15:18:23 | 🎈 BB REBOTE [VETO medido] | TSM reventó la banda ARRIBA y re-entró en 414.86. Elastico: reversion corta hacia la media 414.36 si imprime — chico y seguro. prob medida 68 por ciento (n=203). [VETO RSI2 extremo: impulso en curso, 53 por ciento] OPCIONES VETADAS spread 14% — usar ACCIONES o ETF apalancado
15:18:23 | 🎈 BB REBOTE | ASML reventó la banda ARRIBA y re-entró en 1793.95. Elastico: reversion corta hacia la media 1791.89 si imprime — chico y seguro. prob medida 68 por ciento (n=189). OPCIONES s/d (sin cadena fresca) — default ACCIONES
15:18:23 | 🎈 BB REBOTE | QCOM reventó la banda ARRIBA y re-entró en 169.15. Elastico: reversion corta hacia la media 168.89 si imprime — chico y seguro. prob medida 69 por ciento (n=182). OPCIONES VETADAS spread 7% — usar ACCIONES o ETF apalancado
15:23:23 | 🎈 BB REBOTE ⭐ | MU reventó la banda ARRIBA y re-entró en 983.77. Elastico: reversion corta hacia la media 981.75 si imprime — chico y seguro. prob medida 65 por ciento (n=202). [CELDA ESTRELLA tarde+squeeze, 85 por ciento medido] OPCIONES s/d (sin cadena fresca) — default ACCIONES
15:23:23 | 🎈 BB REBOTE | AMD reventó la banda ARRIBA y re-entró en 536.11. Elastico: reversion corta hacia la media 534.98 si imprime — chico y seguro. prob medida 69 por ciento (n=195). OPCIONES s/d (sin cadena fresca) — default ACCIONES
15:23:23 | 🎈 BB REBOTE | AMZN reventó la banda ARRIBA y re-entró en 233.74. Elastico: reversion corta hacia la media 233.62 si imprime — chico y seguro. prob medida 68 por ciento (n=193). OPCIONES OK (spread 1%)
15:24:24 | 🎈 BB REBOTE | AAPL reventó la banda ARRIBA y re-entró en 320.99. Elastico: reversion corta hacia la media 320.80 si imprime — chico y seguro. prob medida 65 por ciento (n=196). OPCIONES OK (spread 2%)
15:25:40 | 🚀 SPIKE CALLS (VETADO) AMD | SPIKE de calls en AMD (3k, 5x) pero BAND-WALK alcista 1m+5m — climax si, fade NO: continuacion probable
15:26:09 | 🚀 SPIKE CALLS MSFT | SPIKE de calls en MSFT: 11 mil contratos, 16 veces su ritmo. Climax comprador — rebote a la baja, probabilidad 60. OPCIONES OK (spread 5%)
15:26:24 | 🧱🚀 SPIKE CALLS AVGO | SPIKE de calls en AVGO EN EL MURO 390: 2 mil contratos, 25 veces su ritmo. Climax contra la pared — rebote a la baja reforzado, probabilidad 50. OPCIONES OK (spread 4%)
15:26:24 | 🐺 MANADA A CALLS | MANADA A CALLS: 3 tickers en 12 minutos — AMD AVGO MSFT . Extremo de mercado, rebote del indice a la baja probable. QQQ 691.35
15:26:28 | 🚀 SPIKE CALLS GOOGL | SPIKE de calls en GOOGL: 7 mil contratos, 11 veces su ritmo. Climax comprador — rebote a la baja, probabilidad 60. OPCIONES OK (spread 3%)
15:27:24 | 🎈 BB REBOTE | NVDA reventó la banda ARRIBA y re-entró en 208.06. Elastico: reversion corta hacia la media 207.60 si imprime — chico y seguro. prob medida 69 por ciento (n=196). OPCIONES OK (spread 2%)
15:27:24 | 🎈 BB REBOTE | SMH reventó la banda ARRIBA y re-entró en 578.49. Elastico: reversion corta hacia la media 576.24 si imprime — chico y seguro. prob medida 66 por ciento (n=188). OPCIONES VETADAS spread 31% — usar ACCIONES o ETF apalancado
15:27:24 | 🎈 BB REBOTE ⭐ | NOK reventó la banda ARRIBA y re-entró en 9.84. Elastico: reversion corta hacia la media 9.84 si imprime — chico y seguro. prob medida 72 por ciento (n=205). [CELDA ESTRELLA tarde+squeeze, 85 por ciento medido] OPCIONES VETADAS spread 8% — usar ACCIONES o ETF apalancado
15:28:24 | 🎈 BB REBOTE | QQQ reventó la banda ARRIBA y re-entró en 691.28. Elastico: reversion corta hacia la media 690.10 si imprime — chico y seguro. prob medida 70 por ciento (n=190). OPCIONES OK (spread 1%)
15:28:24 | 🎈 BB REBOTE | SPY reventó la banda ARRIBA y re-entró en 737.73. Elastico: reversion corta hacia la media 737.04 si imprime — chico y seguro. prob medida 72 por ciento (n=213). OPCIONES OK (spread 0%)
15:28:24 | 🎈 BB REBOTE | GLD reventó la banda ARRIBA y re-entró en 371.33. Elastico: reversion corta hacia la media 371.10 si imprime — chico y seguro. prob medida 64 por ciento (n=194). OPCIONES s/d (sin cadena fresca) — default ACCIONES
15:28:24 | 🎈 BB REBOTE | XLK reventó la banda ARRIBA y re-entró en 178.14. Elastico: reversion corta hacia la media 177.71 si imprime — chico y seguro. prob medida 69 por ciento (n=183). OPCIONES s/d (sin cadena fresca) — default ACCIONES
15:28:24 | 🎈 BB BAND-WALK [MUTED p<55] | LRCX camina la banda ARRIBA tambien en 5 minutos (319.61). Continuacion probable — NO hacer fade. prob medida 25 por ciento (n=12). OPCIONES VETADAS spread 21% — usar ACCIONES o ETF apalancado
15:29:25 | 🎈 BB REBOTE ⭐ | GOOGL reventó la banda ARRIBA y re-entró en 318.28. Elastico: reversion corta hacia la media 318.11 si imprime — chico y seguro. prob medida 68 por ciento (n=197). [CELDA ESTRELLA tarde+squeeze, 85 por ciento medido] OPCIONES OK (spread 5%)
15:29:25 | 🎈 BB REBOTE | AVGO reventó la banda ARRIBA y re-entró en 391.06. Elastico: reversion corta hacia la media 390.23 si imprime — chico y seguro. prob medida 68 por ciento (n=197). OPCIONES OK (spread 4%)
15:29:25 | 🎈 BB REBOTE | EWY reventó la banda ARRIBA y re-entró en 172.68. Elastico: reversion corta hacia la media 172.19 si imprime — chico y seguro. prob medida 63 por ciento (n=185). OPCIONES s/d (sin cadena fresca) — default ACCIONES
15:29:25 | 🎈 BB REBOTE | DRAM reventó la banda ARRIBA y re-entró en 58.17. Elastico: reversion corta hacia la media 57.95 si imprime — chico y seguro. prob medida 61 por ciento (n=186). OPCIONES VETADAS spread 16% — usar ACCIONES o ETF apalancado
15:29:25 | 🎈 BB REBOTE | SKHY reventó la banda ARRIBA y re-entró en 169.13. Elastico: reversion corta hacia la media 168.03 si imprime — chico y seguro. prob medida 69 por ciento (n=86). OPCIONES VETADAS spread 18% — usar ACCIONES o ETF apalancado
15:30:42 | 🩸 DIP VIGIA | 15:30 — vigia de dips fuera hasta mañana
15:32:20 | 🧱🚀 SPIKE CALLS INTC | SPIKE de calls en INTC EN EL MURO 100: 5 mil contratos, 6 veces su ritmo. Climax contra la pared — rebote a la baja reforzado, probabilidad 50. OPCIONES s/d — default ACCIONES
15:32:25 | 🎈 BB REBOTE | SNDK reventó la banda ARRIBA y re-entró en 1621.32. Elastico: reversion corta hacia la media 1615.99 si imprime — chico y seguro. prob medida 73 por ciento (n=194). OPCIONES s/d (sin cadena fresca) — default ACCIONES
15:32:25 | 🎈 BB REBOTE | WDC reventó la banda ARRIBA y re-entró en 558.71. Elastico: reversion corta hacia la media 558.00 si imprime — chico y seguro. prob medida 72 por ciento (n=204). OPCIONES s/d (sin cadena fresca) — default ACCIONES
15:32:53 | 🐋 BALLENA PUTS | TSLA: flujo puts 2.0 a 1 (514,210 puts vs 252,405 calls) — piso o tesis bajista
15:34:25 | 🎈 BB REBOTE | AAPL reventó la banda ABAJO y re-entró en 320.43. Elastico: rebote hacia la media 320.77 si imprime — chico y seguro. prob medida 65 por ciento (n=196). OPCIONES OK (spread 1%)
15:35:26 | 🎈 BB REBOTE | NOK reventó la banda ABAJO y re-entró en 9.82. Elastico: rebote hacia la media 9.84 si imprime — chico y seguro. prob medida 72 por ciento (n=205). OPCIONES VETADAS spread 9% — usar ACCIONES o ETF apalancado
15:39:03 | 🧱🚀 SPIKE PUTS QQQ | SPIKE de puts en QQQ EN EL MURO 689: 56 mil contratos, 10 veces su ritmo. Panico contra el piso — rebote al alza reforzado, probabilidad 80. OPCIONES OK (spread 1%)
15:39:03 | 🎖 CAPITAN REVIERTE QQQ | QQQ dispara puts tras el climax de calls de AMD AVGO GOOGL INTC MSFT — reversion de mercado probable: piso local, rebote al alza. Los nombres obedecen al capitan.
15:39:22 | 🔇🚀 SPIKE CALLS (capitan opuesto) AMZN | SPIKE de calls en AMZN: 3 mil contratos, 3 veces su ritmo. Climax comprador — rebote a la baja, probabilidad 59. OPCIONES OK (spread 3%) OJO: QQQ mando flujo de puts hace 0 min — el indice manda, el fade a la baja de AMZN puede abortarse
15:39:26 | 🎈 BB REBOTE | GOOGL reventó la banda ABAJO y re-entró en 317.84. Elastico: rebote hacia la media 318.11 si imprime — chico y seguro. prob medida 68 por ciento (n=197). OPCIONES OK (spread 4%)
15:39:41 | 🔄 GIRO A PUTS TXN | TXN girando a puts: ratio 0.88 desde 0.64
15:39:45 | 🔄 GIRO A PUTS QCOM | QCOM girando a puts: ratio 4.21 desde 3.12
15:39:45 | 🐺 MANADA A PUTS | MANADA A PUTS: 3 tickers en 12 minutos — QCOM QQQ TXN . Extremo de mercado, rebote del indice al alza probable. QQQ 690.36
15:42:27 | 🎈 BB REBOTE | QCOM reventó la banda ABAJO y re-entró en 169.22. Elastico: rebote hacia la media 169.61 si imprime — chico y seguro. prob medida 69 por ciento (n=182). OPCIONES VETADAS spread 6% — usar ACCIONES o ETF apalancado
15:44:27 | 🎈 BB BAND-WALK [MUTED p<55] | SPY camina la banda ABAJO tambien en 5 minutos (736.45). Continuacion probable — NO hacer fade. prob medida 47 por ciento (n=17). OPCIONES OK (spread 1%)
15:44:27 | 🎈 BB REBOTE [VETO medido] | TSM reventó la banda ABAJO y re-entró en 413.83. Elastico: rebote hacia la media 414.89 si imprime — chico y seguro. prob medida 68 por ciento (n=203). [VETO RSI2 extremo: impulso en curso, 53 por ciento] OPCIONES VETADAS spread 7% — usar ACCIONES o ETF apalancado
15:44:27 | 🎈 BB REBOTE | ASML reventó la banda ABAJO y re-entró en 1794.60. Elastico: rebote hacia la media 1798.66 si imprime — chico y seguro. prob medida 68 por ciento (n=189). OPCIONES s/d (sin cadena fresca) — default ACCIONES
15:44:27 | 🎈 BB REBOTE | EWY reventó la banda ABAJO y re-entró en 172.40. Elastico: rebote hacia la media 172.67 si imprime — chico y seguro. prob medida 63 por ciento (n=185). [post-squeeze: el fade mejora +11 medido] OPCIONES s/d (sin cadena fresca) — default ACCIONES
15:44:27 | 🎈 BB REBOTE [VETO medido] | STX reventó la banda ABAJO y re-entró en 914.08. Elastico: rebote hacia la media 916.48 si imprime — chico y seguro. prob medida 72 por ciento (n=209). [VETO RSI2 extremo: impulso en curso, 53 por ciento; VETO z-VWAP estirado: dia de tendencia, 55 por ciento] OPCIONES s/d (sin cadena fresca) — default ACCIONES
15:45:11 | AAPL ALARMA PRECIO | AAPL toco 321.23 (regla: aapl 321.23 up          manual chart 13:54) px=321.2300
15:45:27 | 🎈 BB BAND-WALK [MUTED p<55] | TSLA camina la banda ABAJO tambien en 5 minutos (315.94). Continuacion probable — NO hacer fade. prob medida 53 por ciento (n=15). OPCIONES OK (spread 1%)
15:45:27 | 🎈 BB REBOTE | MU reventó la banda ABAJO y re-entró en 981.77. Elastico: rebote hacia la media 987.64 si imprime — chico y seguro. prob medida 65 por ciento (n=202). OPCIONES s/d (sin cadena fresca) — default ACCIONES
15:45:44 | 🔇🚀 SPIKE CALLS (capitan opuesto) AAPL | SPIKE de calls en AAPL: 35 mil contratos, 12 veces su ritmo. Climax comprador — rebote a la baja, probabilidad 59. OPCIONES OK (spread 1%) OJO: QQQ mando flujo de puts hace 6 min — el indice manda, el fade a la baja de AAPL puede abortarse
15:46:17 | 🐋📈 BALLENA CRECE | QCOM: el flujo de puts se DUPLICO — 7,011 contratos (P C 5.52). La marea sigue entrando
15:46:28 | 🎈 BB REBOTE | MSFT reventó la banda ABAJO y re-entró en 380.34. Elastico: rebote hacia la media 380.83 si imprime — chico y seguro. prob medida 70 por ciento (n=203). OPCIONES OK (spread 3%)
15:46:28 | 🎈 BB REBOTE | INTC reventó la banda ABAJO y re-entró en 99.77. Elastico: rebote hacia la media 100.29 si imprime — chico y seguro. prob medida 68 por ciento (n=211). OPCIONES OK (spread 3%)
15:46:28 | 🎈 BB REBOTE | AVGO reventó la banda ABAJO y re-entró en 389.53. Elastico: rebote hacia la media 390.68 si imprime — chico y seguro. prob medida 68 por ciento (n=197). OPCIONES VETADAS spread 7% — usar ACCIONES o ETF apalancado
15:46:28 | 🎈 BB REBOTE | GLD reventó la banda ABAJO y re-entró en 371.15. Elastico: rebote hacia la media 371.29 si imprime — chico y seguro. prob medida 64 por ciento (n=194). OPCIONES s/d (sin cadena fresca) — default ACCIONES
15:47:28 | 🎈 BB REBOTE | NVDA reventó la banda ABAJO y re-entró en 207.03. Elastico: rebote hacia la media 207.49 si imprime — chico y seguro. prob medida 69 por ciento (n=196). OPCIONES OK (spread 1%)
15:47:28 | 🎈 BB BAND-WALK | META camina la banda ABAJO tambien en 5 minutos (603.59). Continuacion probable — NO hacer fade. prob medida 56 por ciento (n=16). OPCIONES VETADAS spread 6% — usar ACCIONES o ETF apalancado
15:48:28 | 🎈 BB REBOTE | QQQ reventó la banda ABAJO y re-entró en 689.46. Elastico: rebote hacia la media 690.37 si imprime — chico y seguro. prob medida 70 por ciento (n=190). OPCIONES OK (spread 3%)
15:48:28 | 🎈 BB REBOTE | SMH reventó la banda ABAJO y re-entró en 576.14. Elastico: rebote hacia la media 577.27 si imprime — chico y seguro. prob medida 66 por ciento (n=188). OPCIONES VETADAS spread 16% — usar ACCIONES o ETF apalancado
15:48:28 | 🎈 BB REBOTE | TXN reventó la banda ABAJO y re-entró en 282.72. Elastico: rebote hacia la media 283.51 si imprime — chico y seguro. prob medida 67 por ciento (n=187). OPCIONES VETADAS spread 47% — usar ACCIONES o ETF apalancado
15:48:28 | 🎈 BB REBOTE | XLK reventó la banda ABAJO y re-entró en 177.61. Elastico: rebote hacia la media 177.89 si imprime — chico y seguro. prob medida 69 por ciento (n=183). OPCIONES s/d (sin cadena fresca) — default ACCIONES
15:48:28 | 🎈 BB REBOTE | LRCX reventó la banda ABAJO y re-entró en 318.61. Elastico: rebote hacia la media 319.34 si imprime — chico y seguro. prob medida 68 por ciento (n=193). OPCIONES VETADAS spread 13% — usar ACCIONES o ETF apalancado
15:51:28 | 🎈 BB 15m RE-ENTRADA [MUTED p<55] | TSLA reventó la banda 15 minutos ABAJO y re-entró en 319.53 — elastico mayor, digestion probable. prob medida 0 por ciento (n=9). OPCIONES OK (spread 4%)
15:51:28 | 🎈 BB REBOTE [VETO medido] | SPCX reventó la banda ARRIBA y re-entró en 117.20. Elastico: reversion corta hacia la media 116.56 si imprime — chico y seguro. prob medida 69 por ciento (n=205). [VETO z-VWAP estirado: dia de tendencia, 55 por ciento] OPCIONES OK (spread 4%)
15:51:51 | 🔇🚀 SPIKE CALLS (capitan opuesto) AMD | SPIKE de calls en AMD: 3 mil contratos, 3 veces su ritmo. Climax comprador — rebote a la baja, probabilidad 59. OPCIONES s/d — default ACCIONES OJO: QQQ mando flujo de puts hace 12 min — el indice manda, el fade a la baja de AMD puede abortarse
15:52:29 | 🎈 BB 15m RE-ENTRADA [MUTED p<55] | STX reventó la banda 15 minutos ABAJO y re-entró en 912.66 — elastico mayor, digestion probable. prob medida 33 por ciento (n=3). OPCIONES s/d (sin cadena fresca) — default ACCIONES
15:52:39 | 🔇🚀 SPIKE CALLS (capitan opuesto) GOOGL | SPIKE de calls en GOOGL: 8 mil contratos, 4 veces su ritmo. Climax comprador — rebote a la baja, probabilidad 59. OPCIONES OK (spread 4%) OJO: QQQ mando flujo de puts hace 13 min — el indice manda, el fade a la baja de GOOGL puede abortarse
15:53:29 | 🎈 BB REBOTE | QCOM reventó la banda ARRIBA y re-entró en 169.64. Elastico: reversion corta hacia la media 169.33 si imprime — chico y seguro. prob medida 69 por ciento (n=182). OPCIONES VETADAS spread 9% — usar ACCIONES o ETF apalancado
15:54:29 | 🎈 BB REBOTE | AMZN reventó la banda ARRIBA y re-entró en 233.49. Elastico: reversion corta hacia la media 233.24 si imprime — chico y seguro. prob medida 68 por ciento (n=193). OPCIONES OK (spread 4%)
15:55:29 | 🎈 BOLLINGER VIGIA | 15:55 — vigia Bollinger fuera hasta mañana
15:56:00 | 🌊 FLOW PULSE v4 | 15:56 — pulso de flujo fuera hasta manana
16:04:56 | 🐋 BALLENA CALLS | AMD: flujo calls masivo, P C 0.31 (47,662 calls) — iman y techo local, ley 13: no perseguir, esperar pullback
16:05:40 | 🐋 BALLENA CALLS | AVGO: flujo calls masivo, P C 0.33 (26,768 calls) — iman y techo local, ley 13: no perseguir, esperar pullback
